"interested_in_categories_12","total_sales","cum_total"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","706.75","37559.40"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","707.85","38267.25"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","711.77","38979.02"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","717.90","39696.92"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","728.57","40425.49"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","729.80","41155.29"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","729.91","41885.20"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","733.72","42618.92"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","735.70","43354.62"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","736.86","44091.48"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","737.88","44829.36"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","738.08","45567.44"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","739.91","46307.35"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","742.94","47050.29"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","743.37","47793.66"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","747.13","48540.79"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","747.85","49288.64"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","753.19","50041.83"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","754.41","50796.24"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","772.90","51569.14"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","772.93","52342.07"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","775.33","53117.40"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","780.02","53897.42"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","782.25","54679.67"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","792.40","55472.07"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","799.03","56271.10"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","801.78","57072.88"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","804.81","57877.69"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","813.30","58690.99"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","813.85","59504.84"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","815.73","60320.57"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","817.06","61137.63"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","835.06","61972.69"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","848.88","62821.57"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","850.36","63671.93"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","851.93","64523.86"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","854.89","65378.75"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","859.20","66237.95"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","877.37","67115.32"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","882.87","67998.19"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","884.55","68882.74"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","897.91","69780.65"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","917.36","70698.01"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","933.37","71631.38"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","933.47","72564.85"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","943.42","73508.27"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","950.78","74459.05"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","972.89","75431.94"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","978.43","76410.37"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","978.71","77389.08"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","982.86","78371.94"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","985.75","79357.69"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1023.70","80381.39"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1025.78","81407.17"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1035.89","82443.06"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1048.06","83491.12"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1058.62","84549.74"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1064.79","85614.53"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1079.67","86694.20"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1091.77","87785.97"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1104.44","88890.41"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1105.64","89996.05"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1110.55","91106.60"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1134.23","92240.83"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1144.69","93385.52"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1148.96","94534.48"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1167.60","95702.08"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1187.13","96889.21"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1196.01","98085.22"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1226.04","99311.26"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1232.10","100543.36"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1258.86","101802.22"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1273.85","103076.07"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1275.88","104351.95"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1293.88","105645.83"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1357.32","107003.15"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1365.69","108368.84"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1371.58","109740.42"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1386.02","111126.44"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1395.17","112521.61"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1416.78","113938.39"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1445.79","115384.18"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1450.04","116834.22"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1450.50","118284.72"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1467.76","119752.48"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1473.80","121226.28"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1514.19","122740.47"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1526.29","124266.76"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1608.75","125875.51"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1640.00","127515.51"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1650.61","129166.12"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1685.11","130851.23"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1703.73","132554.96"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1719.21","134274.17"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1729.38","136003.55"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1762.71","137766.26"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1793.32","139559.58"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1891.01","141450.59"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1918.72","143369.31"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","1932.55","145301.86"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","2000.51","147302.37"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","2078.17","149380.54"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","2079.83","151460.37"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","2188.40","153648.77"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","2252.01","155900.78"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","2390.95","158291.73"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","2408.70","160700.43"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","2420.48","163120.91"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","2455.36","165576.27"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","2584.73","168161.00"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","2692.23","170853.23"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","2825.10","173678.33"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","2831.57","176509.90"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","2941.55","179451.45"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","2990.74","182442.19"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","3150.23","185592.42"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","3281.20","188873.62"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","3587.67","192461.29"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","3797.39","196258.68"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","4777.02","201035.70"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","5375.79","206411.49"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","5881.74","212293.23"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","6075.35","218368.58"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","253.84","253.84"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","269.94","523.78"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","270.85","794.63"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","300.85","1095.48"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","319.70","1415.18"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","329.93","1745.11"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","342.85","2087.96"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","347.94","2435.90"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","364.04","2799.94"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","370.93","3170.87"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","372.87","3543.74"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","388.21","3931.95"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","389.30","4321.25"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","400.94","4722.19"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","410.95","5133.14"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","414.43","5547.57"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","425.80","5973.37"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","430.57","6403.94"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","445.59","6849.53"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","446.43","7295.96"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","452.92","7748.88"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","470.92","8219.80"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","488.60","8708.40"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","496.58","9204.98"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","501.97","9706.95"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","523.91","10230.86"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","524.56","10755.42"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","533.43","11288.85"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","542.38","11831.23"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","544.85","12376.08"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","548.42","12924.50"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","552.08","13476.58"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","552.93","14029.51"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","553.66","14583.17"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","553.93","15137.10"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","558.68","15695.78"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","559.85","16255.63"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","562.90","16818.53"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","566.94","17385.47"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","602.78","17988.25"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","604.81","18593.06"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","606.90","19199.96"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","608.68","19808.64"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","619.93","20428.57"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","637.93","21066.50"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","650.87","21717.37"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","703.38","22420.75"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","705.35","23126.10"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","706.92","23833.02"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","716.26","24549.28"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","734.69","25283.97"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","748.31","26032.28"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","751.64","26783.92"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","757.58","27541.50"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","763.59","28305.09"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","768.22","29073.31"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","770.67","29843.98"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","781.58","30625.56"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","804.07","31429.63"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","809.32","32238.95"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","810.66","33049.61"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","823.48","33873.09"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","842.23","34715.32"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","852.34","35567.66"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","856.86","36424.52"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","872.34","37296.86"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","876.40","38173.26"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","878.47","39051.73"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","880.60","39932.33"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","889.81","40822.14"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","890.78","41712.92"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","916.62","42629.54"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","928.85","43558.39"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","930.65","44489.04"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","946.12","45435.16"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","958.78","46393.94"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","975.30","47369.24"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","977.83","48347.07"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","986.22","49333.29"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","987.13","50320.42"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","991.53","51311.95"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1004.90","52316.85"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1010.80","53327.65"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1014.90","54342.55"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1021.26","55363.81"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1023.63","56387.44"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1045.51","57432.95"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1053.73","58486.68"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1060.27","59546.95"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1061.31","60608.26"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1062.12","61670.38"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1067.44","62737.82"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1070.05","63807.87"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1070.11","64877.98"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1085.60","65963.58"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1093.04","67056.62"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1099.91","68156.53"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1101.58","69258.11"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1109.79","70367.90"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1116.55","71484.45"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1117.90","72602.35"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1119.81","73722.16"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1126.87","74849.03"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1133.36","75982.39"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1146.73","77129.12"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1147.70","78276.82"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1151.13","79427.95"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1157.00","80584.95"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1157.91","81742.86"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1160.00","82902.86"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1169.70","84072.56"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1175.33","85247.89"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1192.28","86440.17"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1201.06","87641.23"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1207.55","88848.78"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1218.41","90067.19"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1220.06","91287.25"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1229.84","92517.09"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1247.87","93764.96"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1248.83","95013.79"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1252.32","96266.11"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1267.51","97533.62"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1274.88","98808.50"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1286.63","100095.13"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1300.26","101395.39"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1303.80","102699.19"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1318.38","104017.57"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1322.95","105340.52"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1329.22","106669.74"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1353.35","108023.09"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1355.56","109378.65"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1366.34","110744.99"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1367.39","112112.38"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1371.45","113483.83"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1374.97","114858.80"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1383.72","116242.52"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1384.76","117627.28"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1385.44","119012.72"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1400.84","120413.56"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1419.09","121832.65"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1433.80","123266.45"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1437.29","124703.74"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1540.30","126244.04"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1559.32","127803.36"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1566.23","129369.59"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1567.35","130936.94"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1588.25","132525.19"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1596.41","134121.60"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1657.28","135778.88"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1677.30","137456.18"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1701.04","139157.22"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1722.92","140880.14"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1726.17","142606.31"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1772.82","144379.13"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1787.60","146166.73"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1826.80","147993.53"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1878.00","149871.53"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1903.68","151775.21"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1906.01","153681.22"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1925.50","155606.72"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1932.83","157539.55"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1976.07","159515.62"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1980.66","161496.28"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1994.18","163490.46"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1996.15","165486.61"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","1997.67","167484.28"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2021.69","169505.97"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2120.66","171626.63"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2162.24","173788.87"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2193.81","175982.68"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2230.76","178213.44"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2277.96","180491.40"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2337.23","182828.63"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2344.96","185173.59"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2410.78","187584.37"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2422.65","190007.02"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2517.28","192524.30"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2523.83","195048.13"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2574.76","197622.89"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2707.83","200330.72"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2755.48","203086.20"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2850.50","205936.70"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2885.77","208822.47"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","2888.09","211710.56"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","3000.28","214710.84"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","3012.97","217723.81"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","3098.94","220822.75"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","3118.92","223941.67"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","3347.53","227289.20"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","3396.30","230685.50"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","3609.88","234295.38"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","3797.96","238093.34"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","4020.76","242114.10"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","4116.25","246230.35"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","4398.62","250628.97"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","4417.71","255046.68"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","4960.56","260007.24"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","5001.79","265009.03"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","5739.76","270748.79"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","6157.16","276905.95"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","6518.73","283424.68"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","7084.43","290509.11"
"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","8617.32","299126.43"
"[AKTIFCOCUK, COCUK, KADIN]","114.98","114.98"
